# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.R
# init = 2 (Default)
# random
#   seed = 4087703769
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0.1,V0.2,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
# Adaptation terminated
# Step size = 0.0148212
# Diagonal elements of inverse mass matrix:
# 0.0218095, 0.718346, 0.0215487, 0.0739149, 0.0149962, 0.31435, 0.0221287, 0.028735, 0.0363412
112.012,0.912369,0.0148212,7,127,0,-108.977,0.233866,2.21223,0.368418,0.742259,0.586459,0.399094,0.0101522,0.0254161,0.015948,0.233866,2.21223,0.586459,0.368418,0.742259,0.399094
113.139,0.948444,0.0148212,8,255,0,-109.05,0.258262,3.72599,0.403827,0.771274,0.742131,0.674698,0.00939525,0.0238798,0.0140598,0.258262,3.72599,0.742131,0.403827,0.771274,0.674698
110.126,0.951443,0.0148212,8,255,0,-106.61,0.297563,1.98056,0.430295,0.726323,0.815336,0.630866,0.00805822,0.0188045,0.0115075,0.297563,1.98056,0.815336,0.430295,0.726323,0.630866
113.704,0.635113,0.0148212,7,255,0,-107.119,0.310176,0.608122,0.373632,0.688674,0.709012,0.359423,0.00944342,0.0200782,0.0159006,0.310176,0.608122,0.709012,0.373632,0.688674,0.359423
115.308,0.995088,0.0148212,7,255,0,-112.489,0.290582,0.787124,0.374644,0.791666,0.690147,0.555156,0.00717639,0.0214495,0.0168136,0.290582,0.787124,0.690147,0.374644,0.791666,0.555156
116.613,0.972575,0.0148212,7,255,0,-112.795,0.241232,1.59008,0.403383,0.893948,0.62212,0.836592,0.00773593,0.0260162,0.0149919,0.241232,1.59008,0.62212,0.403383,0.893948,0.836592
116.074,0.795333,0.0148212,7,255,0,-113.595,0.241167,1.1067,0.418214,0.87135,0.583695,0.890663,0.00763906,0.0258449,0.0139273,0.241167,1.1067,0.583695,0.418214,0.87135,0.890663
115.5,0.557376,0.0148212,8,255,0,-112.512,0.22671,2.73328,0.376522,0.719863,0.605141,0.450316,0.00914645,0.0276841,0.0159156,0.22671,2.73328,0.605141,0.376522,0.719863,0.450316
114.026,0.806678,0.0148212,7,191,0,-110.02,0.205453,2.46596,0.399817,0.867005,0.549351,0.805742,0.00754094,0.0324178,0.0159267,0.205453,2.46596,0.549351,0.399817,0.867005,0.805742
114.605,0.984189,0.0148212,6,63,0,-113.044,0.20466,2.83174,0.402381,0.814704,0.51589,0.718457,0.0078023,0.0317209,0.0152752,0.20466,2.83174,0.51589,0.402381,0.814704,0.718457
112.541,0.75744,0.0148212,4,31,0,-110.625,0.203653,2.82404,0.400708,0.802264,0.517301,0.745955,0.00801434,0.0308174,0.0153094,0.203653,2.82404,0.517301,0.400708,0.802264,0.745955
109.693,0.998259,0.0148212,5,63,0,-107.918,0.204063,2.6955,0.408089,0.788875,0.490738,0.739043,0.00802653,0.0316299,0.015321,0.204063,2.6955,0.490738,0.408089,0.788875,0.739043
112.343,0.841129,0.0148212,5,31,0,-108.254,0.203653,2.60472,0.394117,0.844017,0.528335,0.672932,0.00785249,0.0313837,0.0145034,0.203653,2.60472,0.528335,0.394117,0.844017,0.672932
113.269,0.74393,0.0148212,8,255,0,-108.418,0.230301,1.84599,0.444103,1.07311,0.570112,1.30701,0.00991387,0.0263908,0.0139312,0.230301,1.84599,0.570112,0.444103,1.07311,1.30701
110.295,0.614008,0.0148212,7,255,0,-105.021,0.272241,0.625814,0.373325,1.11085,0.585971,0.850069,0.00993164,0.0231535,0.017394,0.272241,0.625814,0.585971,0.373325,1.11085,0.850069
108.449,0.841181,0.0148212,7,247,0,-105.709,0.260955,0.866465,0.377306,1.11996,0.609981,0.987005,0.00938598,0.0231066,0.0190303,0.260955,0.866465,0.609981,0.377306,1.11996,0.987005
106.164,0.866659,0.0148212,8,383,0,-101.301,0.210917,1.1213,0.312584,0.443772,0.48563,-0.59965,0.00760748,0.0292121,0.0160193,0.210917,1.1213,0.48563,0.312584,0.443772,-0.59965
112.521,0.923949,0.0148212,8,255,0,-101.302,0.245148,2.68213,0.308538,0.546402,0.662759,-0.13471,0.00938326,0.0267724,0.0218125,0.245148,2.68213,0.662759,0.308538,0.546402,-0.13471
114.93,0.987875,0.0148212,8,255,0,-110.846,0.245389,2.18212,0.356537,0.766461,0.660222,0.396355,0.00739819,0.0257576,0.0171061,0.245389,2.18212,0.660222,0.356537,0.766461,0.396355
112.031,0.690415,0.0148212,8,255,0,-108.988,0.268372,4.75108,0.40561,0.713418,0.758654,0.567068,0.00844204,0.022471,0.0143726,0.268372,4.75108,0.758654,0.40561,0.713418,0.567068
112.424,0.985024,0.0148212,8,255,0,-108.76,0.298769,2.68624,0.399461,0.790708,0.849633,0.641834,0.00890856,0.0184618,0.0139861,0.298769,2.68624,0.849633,0.399461,0.790708,0.641834
108.662,0.962055,0.0148212,4,31,0,-105.681,0.295415,2.63277,0.399297,0.782996,0.849286,0.718701,0.00888694,0.018525,0.014427,0.295415,2.63277,0.849286,0.399297,0.782996,0.718701
115.383,0.990729,0.0148212,7,143,0,-105.24,0.251232,3.30008,0.394508,0.711113,0.694065,0.483406,0.0083536,0.0247046,0.0144531,0.251232,3.30008,0.694065,0.394508,0.711113,0.483406
115.69,0.995524,0.0148212,8,255,0,-114.124,0.256586,1.26578,0.35849,0.62694,0.663139,0.170774,0.00750377,0.0248581,0.016473,0.256586,1.26578,0.663139,0.35849,0.62694,0.170774
115.35,0.983574,0.0148212,8,255,0,-112.977,0.227808,1.25404,0.385528,0.838283,0.556113,0.691939,0.0086216,0.0283151,0.0164155,0.227808,1.25404,0.556113,0.385528,0.838283,0.691939
113.515,0.758261,0.0148212,8,271,0,-110.488,0.256859,0.610717,0.451566,1.06729,0.564864,1.33768,0.00844145,0.026034,0.0139042,0.256859,0.610717,0.564864,0.451566,1.06729,1.33768
111.445,0.521674,0.0148212,8,255,0,-109.545,0.323916,0.482929,0.448204,0.800211,0.688345,0.911418,0.00914894,0.0192711,0.0120809,0.323916,0.482929,0.688345,0.448204,0.800211,0.911418
112.667,0.858041,0.0148212,8,511,0,-105.366,0.241073,3.86499,0.373803,0.750018,0.638938,0.482466,0.00830472,0.0263714,0.0173614,0.241073,3.86499,0.638938,0.373803,0.750018,0.482466
114.506,0.985252,0.0148212,7,223,0,-111.76,0.231442,1.92904,0.363438,0.662395,0.621858,0.289194,0.00906481,0.0275648,0.0161591,0.231442,1.92904,0.621858,0.363438,0.662395,0.289194
113.625,0.990746,0.0148212,7,127,0,-105.274,0.237166,3.69841,0.35697,0.666854,0.635922,0.274468,0.00646767,0.0272262,0.017578,0.237166,3.69841,0.635922,0.35697,0.666854,0.274468
113.691,0.327281,0.0148212,8,255,0,-106.291,0.216979,4.18344,0.323638,0.532547,0.58873,-0.169247,0.00741523,0.0303005,0.0186255,0.216979,4.18344,0.58873,0.323638,0.532547,-0.169247
115.85,0.998902,0.0148212,7,255,0,-110.522,0.248194,2.47836,0.363781,0.829481,0.676555,0.558311,0.00828871,0.0257237,0.0180886,0.248194,2.47836,0.676555,0.363781,0.829481,0.558311
114.194,0.900567,0.0148212,7,255,0,-111.788,0.23814,1.77999,0.339436,0.75211,0.606929,0.343247,0.00857473,0.0261065,0.0196995,0.23814,1.77999,0.606929,0.339436,0.75211,0.343247
113.91,1,0.0148212,6,127,0,-110.776,0.260792,1.50265,0.32595,0.574658,0.724141,-0.0546721,0.00887961,0.0254319,0.0188868,0.260792,1.50265,0.724141,0.32595,0.574658,-0.0546721
114.082,0.76547,0.0148212,8,511,0,-106.933,0.199224,2.70039,0.403476,0.820821,0.50949,0.724738,0.00855631,0.0317831,0.0143378,0.199224,2.70039,0.50949,0.403476,0.820821,0.724738
113.905,0.985506,0.0148212,8,255,0,-109.78,0.268095,1.59125,0.397154,0.909827,0.733689,0.850298,0.00842404,0.0227239,0.0155894,0.268095,1.59125,0.733689,0.397154,0.909827,0.850298
105.961,0.527732,0.0148212,4,31,0,-103.416,0.281351,1.61963,0.400022,0.917357,0.737939,0.777601,0.00838535,0.0232531,0.0155377,0.281351,1.61963,0.737939,0.400022,0.917357,0.777601
106.478,0.789641,0.0148212,4,31,0,-101.381,0.268236,1.31572,0.395385,0.902156,0.756059,0.867864,0.00841319,0.0234766,0.0157271,0.268236,1.31572,0.756059,0.395385,0.902156,0.867864
111.501,0.978635,0.0148212,8,255,0,-100.487,0.23028,0.673138,0.393289,0.912588,0.547476,0.826859,0.0095646,0.0318158,0.0169827,0.23028,0.673138,0.547476,0.393289,0.912588,0.826859
112.32,0.90177,0.0148212,8,255,0,-106.479,0.280337,2.2539,0.360505,0.785498,0.720226,0.485974,0.00760568,0.019666,0.0174436,0.280337,2.2539,0.720226,0.360505,0.785498,0.485974
112.524,0.991566,0.0148212,6,127,0,-109.63,0.285749,2.08719,0.364778,0.785526,0.754817,0.537123,0.00738236,0.0197086,0.0177071,0.285749,2.08719,0.754817,0.364778,0.785526,0.537123
108.342,0.625175,0.0148212,8,255,0,-104.319,0.2742,5.4038,0.416099,0.683544,0.796789,0.496743,0.00714098,0.0223546,0.0126884,0.2742,5.4038,0.796789,0.416099,0.683544,0.496743
106.757,0.981883,0.0148212,5,31,0,-103.839,0.272707,5.87516,0.414074,0.674874,0.829684,0.509555,0.00724123,0.0224734,0.0122383,0.272707,5.87516,0.829684,0.414074,0.674874,0.509555
112.302,0.963282,0.0148212,7,127,0,-99.154,0.278595,1.77205,0.432836,0.759074,0.735491,0.777585,0.00834454,0.0213665,0.0123845,0.278595,1.77205,0.735491,0.432836,0.759074,0.777585
113.182,0.910051,0.0148212,8,255,0,-110.259,0.246659,1.55004,0.428719,0.858649,0.648873,0.941641,0.00800487,0.0255318,0.0138708,0.246659,1.55004,0.648873,0.428719,0.858649,0.941641
113.332,0.142216,0.0148212,8,255,0,-103.392,0.256827,1.44726,0.433762,0.858643,0.659914,0.925975,0.0079706,0.0256343,0.0135791,0.256827,1.44726,0.659914,0.433762,0.858643,0.925975
113.183,0.938651,0.0148212,8,255,0,-110.937,0.221322,2.19832,0.407536,0.846702,0.568108,0.766121,0.00762221,0.0303579,0.0152555,0.221322,2.19832,0.568108,0.407536,0.846702,0.766121
111.736,0.804931,0.0148212,7,127,0,-109.983,0.213634,4.92102,0.435686,0.971291,0.559513,1.04404,0.00668123,0.0304111,0.0135094,0.213634,4.92102,0.559513,0.435686,0.971291,1.04404
112.233,0.891126,0.0148212,7,127,0,-105.829,0.232592,2.2034,0.474267,0.922754,0.642116,1.22247,0.00772832,0.0267366,0.0104276,0.232592,2.2034,0.642116,0.474267,0.922754,1.22247
115.297,0.220597,0.0148212,4,31,0,-109.187,0.237443,2.24838,0.480147,0.956399,0.643209,1.27993,0.00764605,0.026972,0.0107298,0.237443,2.24838,0.643209,0.480147,0.956399,1.27993
112.699,0.237066,0.0148212,7,127,0,-109.144,0.244613,1.60542,0.439086,0.885498,0.665793,1.04868,0.00753045,0.0259737,0.0128939,0.244613,1.60542,0.665793,0.439086,0.885498,1.04868
111.334,0.860207,0.0148212,8,255,0,-108.015,0.252348,1.59201,0.344776,0.733258,0.630598,0.338058,0.010144,0.0226122,0.018285,0.252348,1.59201,0.630598,0.344776,0.733258,0.338058
108.509,0.908232,0.0148212,7,223,0,-105.316,0.277536,0.564387,0.396001,0.772887,0.679191,0.688509,0.00852581,0.0246695,0.0156628,0.277536,0.564387,0.679191,0.396001,0.772887,0.688509
111.633,0.994564,0.0148212,8,255,0,-104.579,0.286957,0.279646,0.434341,0.949136,0.438515,1.11559,0.00988578,0.0272098,0.0145771,0.286957,0.279646,0.438515,0.434341,0.949136,1.11559
108.51,0.720357,0.0148212,8,271,0,-103.189,0.483428,0.163144,0.377605,0.677409,0.270958,0.431488,0.0093069,0.0135932,0.0162313,0.483428,0.163144,0.270958,0.377605,0.677409,0.431488
110.388,0.950634,0.0148212,8,255,0,-105.994,0.486752,0.151374,0.411048,0.898433,0.132207,0.842774,0.00876432,0.0140218,0.0141187,0.486752,0.151374,0.132207,0.411048,0.898433,0.842774
110.494,0.883709,0.0148212,8,255,0,-105.759,0.416828,0.151334,0.459547,1.07665,0.12602,1.33618,0.00766499,0.0200423,0.012748,0.416828,0.151334,0.12602,0.459547,1.07665,1.33618
109.837,0.986853,0.0148212,8,511,0,-105.081,0.380003,0.202526,0.303091,0.581991,0.341899,-0.147326,0.0103921,0.0189523,0.0202205,0.380003,0.202526,0.341899,0.303091,0.581991,-0.147326
111.071,0.909164,0.0148212,7,191,0,-103.932,0.338312,0.269038,0.344239,0.748993,0.45632,0.313635,0.0102463,0.0204387,0.0182036,0.338312,0.269038,0.45632,0.344239,0.748993,0.313635
110.742,0.909003,0.0148212,8,383,0,-104.572,0.359467,0.255222,0.411566,0.742204,0.52812,0.665396,0.00762132,0.0174332,0.0133133,0.359467,0.255222,0.52812,0.411566,0.742204,0.665396
111.553,0.979181,0.0148212,7,255,0,-108.066,0.379358,0.212587,0.425844,0.829088,0.441887,0.891498,0.0079234,0.0173468,0.0131024,0.379358,0.212587,0.441887,0.425844,0.829088,0.891498
111.107,0.908818,0.0148212,8,255,0,-108.232,0.340672,0.221943,0.414991,0.927431,0.404419,1.00545,0.00990401,0.0220608,0.0154736,0.340672,0.221943,0.404419,0.414991,0.927431,1.00545
110.986,0.998995,0.0148212,8,255,0,-106.861,0.320468,0.22195,0.363936,0.642749,0.344611,0.263369,0.0074159,0.0252763,0.0171633,0.320468,0.22195,0.344611,0.363936,0.642749,0.263369
106.528,0.771395,0.0148212,8,255,0,-103.479,0.416313,0.162545,0.402373,0.831412,0.225205,0.725972,0.0124089,0.020471,0.0142192,0.416313,0.162545,0.225205,0.402373,0.831412,0.725972
107.173,0.964434,0.0148212,8,511,0,-98.7147,0.482008,0.15409,0.412215,0.998209,0.116623,0.961862,0.0124341,0.0134226,0.0145003,0.482008,0.15409,0.116623,0.412215,0.998209,0.961862
110.253,0.887992,0.0148212,8,255,0,-102.785,0.417009,0.181311,0.405478,0.817327,0.360925,0.76561,0.00759386,0.0179321,0.015229,0.417009,0.181311,0.360925,0.405478,0.817327,0.76561
112.565,0.999414,0.0148212,8,255,0,-108.793,0.329434,0.2329,0.397486,0.911946,0.377113,0.811565,0.00946527,0.0207021,0.0149674,0.329434,0.2329,0.377113,0.397486,0.911946,0.811565
112.734,0.976507,0.0148212,8,255,0,-107.764,0.275126,0.645468,0.355826,0.709563,0.614768,0.317933,0.0100828,0.0222078,0.0166444,0.275126,0.645468,0.614768,0.355826,0.709563,0.317933
111.196,0.99634,0.0148212,7,127,0,-109.331,0.276457,0.67872,0.381773,0.617901,0.631004,0.245752,0.0111245,0.0238056,0.0148178,0.276457,0.67872,0.631004,0.381773,0.617901,0.245752
111.338,0.884408,0.0148212,7,255,0,-107.45,0.289725,0.495862,0.35546,0.718634,0.567113,0.323787,0.00856208,0.0223624,0.0169222,0.289725,0.495862,0.567113,0.35546,0.718634,0.323787
112.992,0.987205,0.0148212,8,511,0,-108.434,0.301267,1.66897,0.413517,0.834024,0.814485,0.7997,0.00839375,0.0179456,0.0133357,0.301267,1.66897,0.814485,0.413517,0.834024,0.7997
111.148,0.77559,0.0148212,7,127,0,-108.317,0.319618,1.04257,0.416864,0.807094,0.871721,0.752286,0.00928903,0.0187245,0.0134638,0.319618,1.04257,0.871721,0.416864,0.807094,0.752286
110.358,0.911586,0.0148212,8,255,0,-104,0.296657,0.976642,0.439658,0.864797,0.773446,1.0252,0.00911327,0.0199713,0.0130757,0.296657,0.976642,0.773446,0.439658,0.864797,1.0252
112.431,0.873793,0.0148212,8,255,0,-107.749,0.192105,1.54706,0.468418,1.0359,0.467345,1.37639,0.00840904,0.0342314,0.0127873,0.192105,1.54706,0.467345,0.468418,1.0359,1.37639
108.62,0.566237,0.0148212,8,255,0,-105.562,0.198197,1.21879,0.481124,1.02056,0.479377,1.40438,0.0123981,0.0345731,0.0123331,0.198197,1.21879,0.479377,0.481124,1.02056,1.40438
111.872,0.989252,0.0148212,7,255,0,-105.858,0.214543,2.20736,0.411854,0.69541,0.539382,0.491546,0.0103491,0.0288147,0.0121719,0.214543,2.20736,0.539382,0.411854,0.69541,0.491546
113.017,0.940062,0.0148212,6,109,0,-108.764,0.218532,3.11788,0.43595,0.762047,0.567639,0.799384,0.0102109,0.0284675,0.0123072,0.218532,3.11788,0.567639,0.43595,0.762047,0.799384
111.67,0.826679,0.0148212,8,255,0,-106.895,0.277238,2.62984,0.418409,1.11303,0.707203,1.13667,0.00839289,0.0203717,0.0150798,0.277238,2.62984,0.707203,0.418409,1.11303,1.13667
114.064,0.918128,0.0148212,6,63,0,-110.119,0.272843,2.25017,0.421309,1.06284,0.758896,1.10152,0.00872635,0.0217575,0.0141082,0.272843,2.25017,0.758896,0.421309,1.06284,1.10152
113.999,0.877439,0.0148212,7,127,0,-109.303,0.25468,2.37884,0.447934,0.784406,0.671678,0.86868,0.00778964,0.0238299,0.0115004,0.25468,2.37884,0.671678,0.447934,0.784406,0.86868
115.186,0.956082,0.0148212,8,255,0,-111.323,0.26555,0.492782,0.397022,0.781927,0.56208,0.642248,0.00835535,0.026049,0.0147739,0.26555,0.492782,0.56208,0.397022,0.781927,0.642248
115.048,0.951648,0.0148212,6,127,0,-111.385,0.25999,0.623178,0.424033,0.855358,0.576446,0.900043,0.00885954,0.0248476,0.01346,0.25999,0.623178,0.576446,0.424033,0.855358,0.900043
109.604,0.579542,0.0148212,8,383,0,-106.448,0.34284,0.2878,0.329185,0.487334,0.497286,-0.293282,0.00898807,0.0196512,0.0166062,0.34284,0.2878,0.497286,0.329185,0.487334,-0.293282
110.516,0.998339,0.0148212,8,255,0,-104.244,0.251535,1.91253,0.316517,0.725243,0.653646,0.243318,0.0099049,0.0241998,0.0227429,0.251535,1.91253,0.653646,0.316517,0.725243,0.243318
114.035,0.920409,0.0148212,7,127,0,-108.808,0.262467,2.31655,0.348294,0.702158,0.731671,0.275044,0.00945449,0.0250441,0.0183201,0.262467,2.31655,0.731671,0.348294,0.702158,0.275044
113.17,0.819259,0.0148212,8,511,0,-109.616,0.242369,1.03006,0.462986,0.918718,0.584663,1.15978,0.00797924,0.0250158,0.0108754,0.242369,1.03006,0.584663,0.462986,0.918718,1.15978
111.747,0.963728,0.0148212,8,255,0,-108.351,0.253223,1.48916,0.421131,1.09011,0.642537,1.16853,0.00987138,0.0256049,0.0163336,0.253223,1.48916,0.642537,0.421131,1.09011,1.16853
112.266,0.977471,0.0148212,7,127,0,-108.85,0.233205,3.02383,0.424225,0.964528,0.585397,0.949015,0.00907611,0.0252549,0.0126007,0.233205,3.02383,0.585397,0.424225,0.964528,0.949015
113.081,0.54366,0.0148212,7,223,0,-108.531,0.239316,4.15781,0.418871,0.873435,0.674393,0.808793,0.00940937,0.0269366,0.0132763,0.239316,4.15781,0.674393,0.418871,0.873435,0.808793
113.283,0.957531,0.0148212,8,255,0,-110.549,0.296334,0.826483,0.397476,0.843735,0.748874,0.697571,0.00768164,0.0207862,0.0145168,0.296334,0.826483,0.748874,0.397476,0.843735,0.697571
113.29,0.997056,0.0148212,8,255,0,-110.299,0.207884,3.38558,0.391013,0.67681,0.516319,0.410165,0.00835705,0.029978,0.0145909,0.207884,3.38558,0.516319,0.391013,0.67681,0.410165
110.837,0.785256,0.0148212,8,255,0,-105.936,0.236487,2.17285,0.416893,0.811886,0.592069,0.797009,0.0107921,0.0264098,0.0139095,0.236487,2.17285,0.592069,0.416893,0.811886,0.797009
111.886,0.979633,0.0148212,7,255,0,-108.977,0.23572,1.49553,0.42979,0.733061,0.639629,0.6989,0.00929461,0.0283077,0.0126896,0.23572,1.49553,0.639629,0.42979,0.733061,0.6989
112.643,0.848382,0.0148212,8,255,0,-108.725,0.232956,1.70459,0.46347,0.894022,0.573432,1.08839,0.00909106,0.0263452,0.0106536,0.232956,1.70459,0.573432,0.46347,0.894022,1.08839
109.715,0.653314,0.0148212,6,95,0,-107.518,0.23146,1.39538,0.481439,0.850291,0.592222,1.10891,0.00897139,0.0281279,0.0102709,0.23146,1.39538,0.592222,0.481439,0.850291,1.10891
112.249,0.958284,0.0148212,8,255,0,-106.945,0.233482,2.15357,0.32541,0.71884,0.607605,0.193255,0.00852876,0.026968,0.0202739,0.233482,2.15357,0.607605,0.32541,0.71884,0.193255
113.911,0.920108,0.0148212,8,511,0,-107.483,0.224115,4.02017,0.399178,0.709359,0.576932,0.492486,0.00829204,0.0264007,0.0133097,0.224115,4.02017,0.576932,0.399178,0.709359,0.492486
112.887,0.907151,0.0148212,7,127,0,-110.28,0.224972,1.34436,0.374407,0.881935,0.532378,0.658298,0.00659385,0.0281936,0.0170123,0.224972,1.34436,0.532378,0.374407,0.881935,0.658298
113.358,0.823334,0.0148212,8,255,0,-109.39,0.241051,3.02087,0.462827,0.894089,0.627422,1.13182,0.00979702,0.0247548,0.0111872,0.241051,3.02087,0.627422,0.462827,0.894089,1.13182
111.93,0.566768,0.0148212,7,255,0,-107.962,0.23436,1.4525,0.404522,0.799947,0.610949,0.683773,0.00988626,0.028678,0.0140254,0.23436,1.4525,0.610949,0.404522,0.799947,0.683773
111.223,0.98977,0.0148212,6,127,0,-107.937,0.244174,0.830852,0.424766,0.776393,0.606363,0.754575,0.00928065,0.0294733,0.0139203,0.244174,0.830852,0.606363,0.424766,0.776393,0.754575
110.03,0.866269,0.0148212,7,138,1,-104.172,0.251347,0.613745,0.37082,0.628514,0.499039,0.242684,0.0113281,0.0242413,0.0156062,0.251347,0.613745,0.499039,0.37082,0.628514,0.242684
108.796,0.956672,0.0148212,8,255,0,-102.77,0.194463,3.2322,0.311173,0.579397,0.459185,-0.133594,0.00735772,0.0311663,0.0198876,0.194463,3.2322,0.459185,0.311173,0.579397,-0.133594
109.302,0.970723,0.0148212,6,63,0,-106.25,0.207011,2.80808,0.300236,0.548029,0.580043,-0.234993,0.0074068,0.0340958,0.0204859,0.207011,2.80808,0.580043,0.300236,0.548029,-0.234993
107.573,0.936097,0.0148212,8,255,0,-102.23,0.226137,3.57208,0.304657,0.452779,0.548252,-0.496084,0.00820109,0.0265185,0.0180464,0.226137,3.57208,0.548252,0.304657,0.452779,-0.496084
113.153,0.998708,0.0148212,8,255,0,-103.708,0.21803,1.20071,0.323146,0.578355,0.549868,-0.0683394,0.00957295,0.0316191,0.0188167,0.21803,1.20071,0.549868,0.323146,0.578355,-0.0683394
113.968,0.93475,0.0148212,8,255,0,-109.989,0.231989,1.24008,0.33457,0.701344,0.556705,0.212879,0.0084279,0.0278579,0.0193854,0.231989,1.24008,0.556705,0.33457,0.701344,0.212879
115.417,0.728818,0.0148212,7,255,0,-112.562,0.22514,2.06515,0.369682,0.690107,0.60464,0.342191,0.00793378,0.0289597,0.0159892,0.22514,2.06515,0.60464,0.369682,0.690107,0.342191
115.521,0.989832,0.0148212,7,191,0,-113.289,0.264497,2.66837,0.370576,0.694632,0.706126,0.363223,0.00838055,0.0221449,0.0156268,0.264497,2.66837,0.706126,0.370576,0.694632,0.363223
115.554,0.99704,0.0148212,8,255,0,-112.899,0.241383,3.27346,0.34401,0.664909,0.680689,0.206142,0.00758728,0.0274228,0.0181731,0.241383,3.27346,0.680689,0.34401,0.664909,0.206142
113.921,0.952313,0.0148212,3,7,0,-111.529,0.243323,3.31457,0.34366,0.668482,0.677412,0.189363,0.00758748,0.0274624,0.0180986,0.243323,3.31457,0.677412,0.34366,0.668482,0.189363
113.687,0.914507,0.0148212,8,255,0,-109.977,0.220003,1.771,0.398595,0.748757,0.592109,0.639997,0.00862617,0.0303437,0.0152608,0.220003,1.771,0.592109,0.398595,0.748757,0.639997
113.378,0.967629,0.0148212,8,255,0,-109.928,0.211405,3.6661,0.333309,0.613453,0.55592,0.051459,0.00753311,0.0315329,0.0185447,0.211405,3.6661,0.55592,0.333309,0.613453,0.051459
113.435,0.960022,0.0148212,7,204,1,-106.672,0.202463,2.59602,0.418076,0.878034,0.548237,0.866474,0.00925707,0.0331253,0.0139859,0.202463,2.59602,0.548237,0.418076,0.878034,0.866474
113.849,0.828985,0.0148212,8,255,0,-109.529,0.199671,2.5746,0.382055,0.827555,0.511639,0.660826,0.00893481,0.0333129,0.017267,0.199671,2.5746,0.511639,0.382055,0.827555,0.660826
109.985,0.966838,0.0148212,5,63,0,-105.534,0.19433,6.47565,0.366024,0.912467,0.483162,0.664666,0.00911817,0.0323319,0.0184268,0.19433,6.47565,0.483162,0.366024,0.912467,0.664666
110.858,0.912608,0.0148212,7,127,0,-105.124,0.189903,2.32629,0.35838,0.885658,0.461908,0.619975,0.00852029,0.034927,0.0197905,0.189903,2.32629,0.461908,0.35838,0.885658,0.619975
111.268,0.999216,0.0148212,6,63,0,-109.691,0.189551,2.41458,0.358195,0.875979,0.461039,0.608279,0.00856485,0.0346424,0.0196393,0.189551,2.41458,0.461039,0.358195,0.875979,0.608279
113.49,0.855144,0.0148212,7,255,0,-108.625,0.275158,2.43073,0.374861,0.595078,0.759644,0.142805,0.00865534,0.0213941,0.0139627,0.275158,2.43073,0.759644,0.374861,0.595078,0.142805
114.018,0.905758,0.0148212,8,367,0,-110.474,0.273388,2.25732,0.400957,0.981197,0.734602,0.895586,0.00957922,0.0214926,0.0149769,0.273388,2.25732,0.734602,0.400957,0.981197,0.895586
115.22,0.916449,0.0148212,8,255,0,-113.323,0.261419,2.8952,0.425972,0.952095,0.728926,0.979463,0.00908249,0.0234252,0.0133789,0.261419,2.8952,0.728926,0.425972,0.952095,0.979463
114.953,0.757276,0.0148212,7,223,0,-109.247,0.220032,3.05459,0.432713,0.959438,0.57433,1.05331,0.00810229,0.0286412,0.0137362,0.220032,3.05459,0.57433,0.432713,0.959438,1.05331
115.86,0.759906,0.0148212,8,255,0,-113.727,0.222948,3.37518,0.444947,0.948461,0.58349,1.11446,0.00789003,0.0276337,0.0127262,0.222948,3.37518,0.58349,0.444947,0.948461,1.11446
112.674,0.239239,0.0148212,8,255,0,-108.677,0.262123,1.50283,0.45924,0.866779,0.722351,1.05185,0.0080127,0.0255387,0.0117005,0.262123,1.50283,0.722351,0.45924,0.866779,1.05185
114.696,0.688918,0.0148212,6,95,0,-111.331,0.259139,1.74963,0.47062,1.01577,0.665427,1.28952,0.00798234,0.0230858,0.011146,0.259139,1.74963,0.665427,0.47062,1.01577,1.28952
115.07,0.860027,0.0148212,6,79,0,-113.615,0.26389,1.94553,0.463956,0.915954,0.72246,1.14869,0.00834851,0.0230784,0.0110065,0.26389,1.94553,0.72246,0.463956,0.915954,1.14869
113.753,0.308407,0.0148212,5,63,0,-107.092,0.269457,2.09741,0.475669,0.90725,0.728023,1.18073,0.00819855,0.0227551,0.0106915,0.269457,2.09741,0.728023,0.475669,0.90725,1.18073
112.56,0.513851,0.0148212,7,127,0,-109.318,0.26382,2.85488,0.478549,0.892983,0.759106,1.23112,0.00787687,0.0226738,0.0103176,0.26382,2.85488,0.759106,0.478549,0.892983,1.23112
