# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.R
# init = 2 (Default)
# random
#   seed = 4087703769
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta1.1,theta1.2,theta1.3,theta1.4,lambda.1,lambda.2,sigma,V0.1,V0.2,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
# Adaptation terminated
# Step size = 0.0148212
# Diagonal elements of inverse mass matrix:
# 0.0218095, 0.718346, 0.0215487, 0.0739149, 0.0149962, 0.31435, 0.0221287, 0.028735, 0.0363412
116.016,0.932364,0.0148212,7,241,0,-111.993,0.268844,0.97073,0.376514,0.760897,0.663391,0.519959,0.0080896,0.0231442,0.0164002,0.268844,0.97073,0.663391,0.376514,0.760897,0.519959
115.127,0.998234,0.0148212,7,255,0,-112.759,0.266675,1.4145,0.365075,0.743253,0.734262,0.425675,0.00802978,0.0244484,0.016868,0.266675,1.4145,0.734262,0.365075,0.743253,0.425675
110.317,0.98302,0.0148212,6,63,0,-108.282,0.27195,1.6357,0.358857,0.660704,0.64799,0.239362,0.00749452,0.0202586,0.0166023,0.27195,1.6357,0.64799,0.358857,0.660704,0.239362
113.44,0.999607,0.0148212,6,63,0,-108.988,0.263314,1.95497,0.363798,0.697815,0.739226,0.346555,0.00740259,0.0257509,0.0172635,0.263314,1.95497,0.739226,0.363798,0.697815,0.346555
114.129,0.961821,0.0148212,6,95,0,-108.044,0.249426,1.23617,0.36716,0.657375,0.648493,0.298431,0.00779666,0.0250672,0.0160511,0.249426,1.23617,0.648493,0.36716,0.657375,0.298431
113.625,0.956108,0.0148212,7,149,0,-110.58,0.255568,1.87715,0.450188,0.898813,0.666145,1.02084,0.00905185,0.0249624,0.0122045,0.255568,1.87715,0.666145,0.450188,0.898813,1.02084
112.257,0.626189,0.0148212,6,90,1,-110.628,0.250967,1.55007,0.444161,1.02417,0.662201,1.21657,0.00814464,0.0237886,0.0126626,0.250967,1.55007,0.662201,0.444161,1.02417,1.21657
112.361,0.80966,0.0148212,6,75,0,-106.771,0.248897,1.39982,0.436226,1.04735,0.659844,1.22808,0.00941068,0.0248417,0.0135675,0.248897,1.39982,0.659844,0.436226,1.04735,1.22808
115.341,0.864482,0.0148212,7,159,0,-106.465,0.253365,3.63252,0.358339,0.696795,0.692113,0.296121,0.00856683,0.0245499,0.0170425,0.253365,3.63252,0.692113,0.358339,0.696795,0.296121
112.528,0.989572,0.0148212,8,255,0,-109.401,0.27944,1.08455,0.378174,0.890318,0.745557,0.679092,0.00901153,0.0224446,0.0162441,0.27944,1.08455,0.745557,0.378174,0.890318,0.679092
116.069,0.892285,0.0148212,8,255,0,-107.29,0.234909,2.48797,0.397821,0.799353,0.609229,0.637553,0.00780828,0.0263578,0.0145142,0.234909,2.48797,0.609229,0.397821,0.799353,0.637553
115.76,0.633579,0.0148212,7,127,0,-112.109,0.242144,4.11591,0.38879,0.800879,0.654893,0.645064,0.00834695,0.0260164,0.0162546,0.242144,4.11591,0.654893,0.38879,0.800879,0.645064
115.345,0.743291,0.0148212,7,255,0,-110.601,0.25079,2.11121,0.429782,0.796899,0.695604,0.827211,0.00914181,0.0253248,0.0129037,0.25079,2.11121,0.695604,0.429782,0.796899,0.827211
111.765,0.921612,0.0148212,7,127,0,-110.583,0.248719,2.86562,0.426564,0.750905,0.706961,0.637718,0.00988683,0.0254862,0.0115322,0.248719,2.86562,0.706961,0.426564,0.750905,0.637718
112.092,0.968763,0.0148212,7,255,0,-105.839,0.225855,0.708316,0.34251,0.704663,0.485162,0.260635,0.00908223,0.0290627,0.017937,0.225855,0.708316,0.485162,0.34251,0.704663,0.260635
113.041,0.98452,0.0148212,8,255,0,-109.04,0.294025,1.086,0.347667,0.575141,0.772905,-0.00807219,0.007809,0.0206088,0.0164348,0.294025,1.086,0.772905,0.347667,0.575141,-0.00807219
113.584,0.985399,0.0148212,8,255,0,-110.235,0.30683,0.577271,0.337119,0.660061,0.67951,0.149185,0.00768599,0.0200695,0.0187202,0.30683,0.577271,0.67951,0.337119,0.660061,0.149185
112.819,0.69099,0.0148212,7,255,0,-107.002,0.235779,2.06953,0.337576,0.543982,0.612747,-0.131784,0.00906774,0.0262089,0.0171463,0.235779,2.06953,0.612747,0.337576,0.543982,-0.131784
113.173,0.950795,0.0148212,7,255,0,-108.957,0.26872,1.25105,0.338836,0.719193,0.64432,0.285434,0.00907977,0.0220839,0.0195476,0.26872,1.25105,0.64432,0.338836,0.719193,0.285434
114.526,0.926688,0.0148212,8,383,0,-111.857,0.238906,3.64955,0.364485,0.646194,0.611019,0.225858,0.00752173,0.0247209,0.0156495,0.238906,3.64955,0.611019,0.364485,0.646194,0.225858
113.751,0.98788,0.0148212,8,255,0,-108.303,0.285831,1.72844,0.374804,0.700612,0.780715,0.413836,0.0103363,0.021346,0.0161908,0.285831,1.72844,0.780715,0.374804,0.700612,0.413836
110.339,0.997762,0.0148212,7,255,0,-106.93,0.307968,5.89931,0.358184,0.758849,0.874912,0.439045,0.00882734,0.0180107,0.0181543,0.307968,5.89931,0.874912,0.358184,0.758849,0.439045
114.13,0.965501,0.0148212,7,255,0,-108.258,0.280495,0.922241,0.408529,0.704127,0.670165,0.537942,0.00860705,0.0216274,0.0134075,0.280495,0.922241,0.670165,0.408529,0.704127,0.537942
110.199,0.997727,0.0148212,8,255,0,-106.938,0.294271,4.02856,0.287674,0.484866,0.832979,-0.387457,0.00929267,0.0192861,0.022873,0.294271,4.02856,0.832979,0.287674,0.484866,-0.387457
115.097,0.99643,0.0148212,8,255,0,-107.974,0.286886,0.833804,0.375609,0.735559,0.672657,0.448551,0.00777151,0.021325,0.0159373,0.286886,0.833804,0.672657,0.375609,0.735559,0.448551
113.151,0.954745,0.0148212,7,159,0,-108.708,0.222939,4.26762,0.395465,0.894195,0.596103,0.739715,0.00996227,0.0289329,0.0153397,0.222939,4.26762,0.596103,0.395465,0.894195,0.739715
112.034,0.470985,0.0148212,8,255,0,-104.75,0.230236,0.995454,0.454062,0.915857,0.541533,1.02693,0.00895431,0.0288738,0.0114136,0.230236,0.995454,0.541533,0.454062,0.915857,1.02693
110.923,1,0.0148212,7,255,0,-107.622,0.251727,0.803618,0.35612,0.907101,0.630068,0.594622,0.00867164,0.0283562,0.0192219,0.251727,0.803618,0.630068,0.35612,0.907101,0.594622
113.548,0.998132,0.0148212,7,127,0,-108.563,0.267258,0.99419,0.392224,0.753702,0.623722,0.606339,0.00818951,0.021724,0.0152391,0.267258,0.99419,0.623722,0.392224,0.753702,0.606339
112.691,0.980613,0.0148212,8,255,0,-108.739,0.226442,0.914985,0.380656,0.776764,0.574543,0.543553,0.00796392,0.0309394,0.0158576,0.226442,0.914985,0.574543,0.380656,0.776764,0.543553
110.41,0.96369,0.0148212,7,127,0,-106.139,0.220013,5.72964,0.431549,0.772638,0.613555,0.857805,0.00932394,0.0285255,0.013434,0.220013,5.72964,0.613555,0.431549,0.772638,0.857805
113.53,0.964865,0.0148212,8,255,0,-106.632,0.226881,3.53063,0.428022,0.831963,0.632304,0.93458,0.00810458,0.0284328,0.0141364,0.226881,3.53063,0.632304,0.428022,0.831963,0.93458
113.388,0.971179,0.0148212,7,255,0,-108.236,0.211328,2.71426,0.416918,0.878211,0.585047,0.842892,0.00827592,0.0317401,0.013753,0.211328,2.71426,0.585047,0.416918,0.878211,0.842892
112.534,0.965659,0.0148212,8,255,0,-107.716,0.326441,0.696928,0.41146,0.859042,0.783636,0.858716,0.00778423,0.0173552,0.0143612,0.326441,0.696928,0.783636,0.41146,0.859042,0.858716
110.789,0.462582,0.0148212,8,319,0,-106.167,0.371409,0.239106,0.364511,0.683033,0.479532,0.291485,0.00939798,0.0180757,0.0152018,0.371409,0.239106,0.479532,0.364511,0.683033,0.291485
106.971,0.842651,0.0148212,7,159,0,-104.446,0.349714,0.230216,0.361372,0.72762,0.377312,0.468207,0.00820129,0.0203189,0.0187065,0.349714,0.230216,0.377312,0.361372,0.72762,0.468207
106.757,0.99972,0.0148212,7,191,0,-103.722,0.307731,0.277536,0.34443,0.703374,0.43968,0.236494,0.0100188,0.0244545,0.016749,0.307731,0.277536,0.43968,0.34443,0.703374,0.236494
108.131,0.961603,0.0148212,6,95,0,-102.975,0.323137,0.241229,0.37071,0.674215,0.39956,0.403983,0.00927846,0.0252435,0.0178812,0.323137,0.241229,0.39956,0.37071,0.674215,0.403983
110.912,0.936544,0.0148212,7,191,0,-103.697,0.328553,0.230573,0.371555,0.612786,0.369781,0.190132,0.00988244,0.0208283,0.0152714,0.328553,0.230573,0.369781,0.371555,0.612786,0.190132
108.874,0.993833,0.0148212,7,127,0,-107.808,0.379887,0.210209,0.375499,0.611022,0.383203,0.248016,0.0109911,0.0196543,0.0155311,0.379887,0.210209,0.383203,0.375499,0.611022,0.248016
105.199,0.991539,0.0148212,5,31,0,-103.881,0.380968,0.213279,0.35721,0.632243,0.404513,0.104958,0.0108234,0.019708,0.0142357,0.380968,0.213279,0.404513,0.35721,0.632243,0.104958
107.284,0.977318,0.0148212,8,255,0,-101.526,0.31839,0.229047,0.321871,0.685244,0.389321,0.114276,0.00712554,0.0244105,0.0191031,0.31839,0.229047,0.389321,0.321871,0.685244,0.114276
113.567,0.996094,0.0148212,7,255,0,-103.562,0.30629,0.323436,0.340055,0.622512,0.484151,0.130967,0.00743343,0.021701,0.0187969,0.30629,0.323436,0.484151,0.340055,0.622512,0.130967
113.057,0.968891,0.0148212,6,127,0,-107.185,0.322788,0.302679,0.341011,0.665598,0.518669,0.225343,0.00663319,0.0210417,0.0189921,0.322788,0.302679,0.518669,0.341011,0.665598,0.225343
114.787,0.96936,0.0148212,8,255,0,-107.701,0.250197,4.38741,0.372688,0.771635,0.70147,0.551047,0.00848921,0.0252675,0.0176796,0.250197,4.38741,0.70147,0.372688,0.771635,0.551047
111.36,0.763805,0.0148212,7,127,0,-108.358,0.251935,4.21473,0.356714,0.857937,0.680398,0.60914,0.00842349,0.025055,0.0202945,0.251935,4.21473,0.680398,0.356714,0.857937,0.60914
113.728,0.997995,0.0148212,5,63,0,-108.792,0.247076,4.49781,0.353598,0.838696,0.675422,0.545254,0.0084954,0.0246703,0.0192609,0.247076,4.49781,0.675422,0.353598,0.838696,0.545254
114.838,0.947218,0.0148212,8,383,0,-110.956,0.254291,2.01035,0.405933,0.882036,0.686481,0.83069,0.0100367,0.0246084,0.015022,0.254291,2.01035,0.686481,0.405933,0.882036,0.83069
114.068,0.932066,0.0148212,7,255,0,-111.936,0.268454,1.86562,0.396553,0.826629,0.723131,0.71223,0.0105272,0.0226318,0.0150077,0.268454,1.86562,0.723131,0.396553,0.826629,0.71223
115.188,0.866827,0.0148212,8,255,0,-107.979,0.233022,1.8004,0.383931,0.695323,0.598351,0.457467,0.00842539,0.026743,0.0155407,0.233022,1.8004,0.598351,0.383931,0.695323,0.457467
113.183,0.886698,0.0148212,7,175,0,-108.3,0.267209,1.82984,0.381497,0.871788,0.713666,0.689049,0.00972379,0.0243943,0.0172666,0.267209,1.82984,0.713666,0.381497,0.871788,0.689049
114.288,0.945184,0.0148212,8,255,0,-109.825,0.272397,1.06097,0.386843,0.706219,0.666688,0.442523,0.00977251,0.0225709,0.0148578,0.272397,1.06097,0.666688,0.386843,0.706219,0.442523
113.058,0.984771,0.0148212,7,127,0,-110.942,0.284302,4.51167,0.375694,0.898658,0.81987,0.696422,0.00888353,0.0214352,0.0175367,0.284302,4.51167,0.81987,0.375694,0.898658,0.696422
113.754,0.999428,0.0148212,7,127,0,-109.737,0.301789,1.67191,0.358346,0.72909,0.803348,0.377083,0.0093683,0.018611,0.0173049,0.301789,1.67191,0.803348,0.358346,0.72909,0.377083
112.571,0.819892,0.0148212,8,255,0,-108.914,0.310023,0.851108,0.400288,0.856683,0.745656,0.757226,0.0103005,0.0180024,0.0144786,0.310023,0.851108,0.745656,0.400288,0.856683,0.757226
111.708,0.698945,0.0148212,8,255,0,-107.614,0.300974,1.20134,0.342122,0.579366,0.754119,-0.00451768,0.00980562,0.0180281,0.0167379,0.300974,1.20134,0.754119,0.342122,0.579366,-0.00451768
109.802,0.939765,0.0148212,7,127,0,-102.936,0.29478,2.52824,0.331379,0.739436,0.867076,0.263325,0.0091989,0.0203025,0.018979,0.29478,2.52824,0.867076,0.331379,0.739436,0.263325
109.117,0.861318,0.0148212,8,511,0,-105.239,0.218929,2.01735,0.302522,0.484306,0.561453,-0.362652,0.00802051,0.0312194,0.0209852,0.218929,2.01735,0.561453,0.302522,0.484306,-0.362652
114.89,0.923398,0.0148212,7,255,0,-105.845,0.240471,3.5595,0.351163,0.630235,0.642044,0.166401,0.00848916,0.0250362,0.0173762,0.240471,3.5595,0.642044,0.351163,0.630235,0.166401
113.519,0.940229,0.0148212,6,63,0,-109.563,0.239705,3.26876,0.346115,0.584628,0.620448,0.032773,0.00790426,0.0244113,0.017203,0.239705,3.26876,0.620448,0.346115,0.584628,0.032773
114.958,0.833757,0.0148212,7,255,0,-110.405,0.260569,2.4531,0.366134,0.695606,0.755535,0.352131,0.00849373,0.0249653,0.0165645,0.260569,2.4531,0.755535,0.366134,0.695606,0.352131
111.251,0.987357,0.0148212,8,319,0,-108.236,0.34829,0.235212,0.40886,0.87366,0.369387,0.767709,0.00814571,0.0199805,0.0137307,0.34829,0.235212,0.369387,0.40886,0.87366,0.767709
113.27,0.994265,0.0148212,8,287,0,-109.212,0.285143,0.512463,0.412872,0.952905,0.556671,0.946965,0.00848654,0.0223705,0.0150337,0.285143,0.512463,0.556671,0.412872,0.952905,0.946965
112.563,0.999865,0.0148212,7,255,0,-109.859,0.311734,0.273881,0.446613,0.858674,0.42768,0.968653,0.00798756,0.0242154,0.012393,0.311734,0.273881,0.42768,0.446613,0.858674,0.968653
112.891,0.952256,0.0148212,6,111,0,-108.356,0.279775,0.289282,0.431038,0.819846,0.395487,0.838616,0.00905626,0.0253847,0.0123415,0.279775,0.289282,0.395487,0.431038,0.819846,0.838616
112.376,0.817771,0.0148212,7,255,0,-103.893,0.260835,0.523041,0.387761,0.782693,0.492018,0.606675,0.00880467,0.0242076,0.0153399,0.260835,0.523041,0.492018,0.387761,0.782693,0.606675
111.707,0.971474,0.0148212,8,511,0,-109.575,0.275584,0.409797,0.359284,0.628319,0.566171,0.211135,0.00896787,0.0273543,0.0165727,0.275584,0.409797,0.566171,0.359284,0.628319,0.211135
112.722,0.972616,0.0148212,8,255,0,-109.746,0.296094,0.91338,0.369145,0.741491,0.784614,0.436375,0.00833198,0.0223935,0.0168996,0.296094,0.91338,0.784614,0.369145,0.741491,0.436375
115.035,0.853362,0.0148212,7,255,0,-109.045,0.263655,1.20044,0.356047,0.754602,0.656095,0.43655,0.00838069,0.0230758,0.0183203,0.263655,1.20044,0.656095,0.356047,0.754602,0.43655
109.165,0.674054,0.0148212,7,127,0,-105.977,0.259251,3.37709,0.374445,1.01228,0.726704,0.852198,0.00846224,0.0242686,0.0184885,0.259251,3.37709,0.726704,0.374445,1.01228,0.852198
110.459,0.93229,0.0148212,8,255,0,-103.216,0.27384,1.73431,0.386419,1.09425,0.703911,0.976497,0.00987235,0.0214265,0.0172997,0.27384,1.73431,0.703911,0.386419,1.09425,0.976497
115.063,0.99879,0.0148212,7,255,0,-107.801,0.242335,1.78515,0.411197,0.839534,0.63514,0.801157,0.00957087,0.026074,0.014116,0.242335,1.78515,0.63514,0.411197,0.839534,0.801157
112.921,0.966027,0.0148212,7,255,0,-109.523,0.226029,2.1886,0.420224,0.779228,0.619533,0.719171,0.01054,0.02938,0.0132965,0.226029,2.1886,0.619533,0.420224,0.779228,0.719171
111.366,0.868233,0.0148212,8,255,0,-108.612,0.211515,3.8364,0.408353,1.03806,0.526161,0.982424,0.00877215,0.0296589,0.0150635,0.211515,3.8364,0.526161,0.408353,1.03806,0.982424
113.206,0.864291,0.0148212,8,255,0,-107.626,0.257355,0.630482,0.500576,1.14569,0.556115,1.56347,0.00919387,0.0254719,0.0100202,0.257355,0.630482,0.556115,0.500576,1.14569,1.56347
113.089,0.120115,0.0148212,8,255,0,-109.912,0.265898,0.862722,0.507733,1.05834,0.645953,1.61603,0.00871436,0.0235031,0.0101726,0.265898,0.862722,0.645953,0.507733,1.05834,1.61603
114.309,0.72647,0.0148212,8,383,0,-112.004,0.25616,0.474808,0.418224,0.986125,0.492838,1.05427,0.00749477,0.0259684,0.0151196,0.25616,0.474808,0.492838,0.418224,0.986125,1.05427
112.267,0.502171,0.0148212,8,255,0,-109.313,0.35989,0.22659,0.444146,0.788461,0.419731,0.883844,0.00953197,0.0193834,0.0118514,0.35989,0.22659,0.419731,0.444146,0.788461,0.883844
110.69,0.942576,0.0148212,7,191,0,-108.365,0.325943,0.296654,0.440895,0.782224,0.46699,0.795645,0.0101959,0.0193551,0.0112402,0.325943,0.296654,0.46699,0.440895,0.782224,0.795645
111.716,0.984027,0.0148212,8,255,0,-106.468,0.269056,5.10603,0.329927,0.540148,0.790568,-0.143784,0.00735313,0.0235357,0.0175713,0.269056,5.10603,0.790568,0.329927,0.540148,-0.143784
111.28,0.854996,0.0148212,7,127,0,-104.279,0.280956,1.80115,0.352187,0.862993,0.740275,0.578944,0.00827525,0.0220631,0.0204375,0.280956,1.80115,0.740275,0.352187,0.862993,0.578944
111.667,0.940597,0.0148212,7,255,0,-106.804,0.267052,3.33408,0.45712,0.78775,0.751725,0.949083,0.00977956,0.0213539,0.0108217,0.267052,3.33408,0.751725,0.45712,0.78775,0.949083
115.323,0.946127,0.0148212,8,255,0,-109.921,0.251137,1.06818,0.392949,0.890627,0.614736,0.751975,0.00739607,0.0263392,0.0159636,0.251137,1.06818,0.614736,0.392949,0.890627,0.751975
115.254,0.842211,0.0148212,7,127,0,-114.379,0.247222,1.14952,0.397764,0.905077,0.595278,0.788767,0.00703602,0.0259426,0.0154843,0.247222,1.14952,0.595278,0.397764,0.905077,0.788767
114.258,0.997688,0.0148212,7,223,0,-111.234,0.273699,0.794605,0.393366,0.976396,0.649808,0.865202,0.00722458,0.0239988,0.0166213,0.273699,0.794605,0.649808,0.393366,0.976396,0.865202
115.406,0.999298,0.0148212,7,127,0,-111.577,0.259663,1.09813,0.418663,0.850035,0.626108,0.806836,0.00856074,0.0236754,0.0132016,0.259663,1.09813,0.626108,0.418663,0.850035,0.806836
115.211,0.978701,0.0148212,7,127,0,-113.706,0.266757,0.762391,0.425233,0.777406,0.641778,0.738265,0.00796525,0.0243908,0.0124328,0.266757,0.762391,0.641778,0.425233,0.777406,0.738265
115.001,0.869649,0.0148212,7,255,0,-110.727,0.291804,0.898091,0.39483,0.761206,0.715283,0.572966,0.00713424,0.0200712,0.0141252,0.291804,0.898091,0.715283,0.39483,0.761206,0.572966
115.272,0.84266,0.0148212,7,255,0,-110.827,0.23882,1.78241,0.40821,0.969565,0.616056,0.928784,0.00760209,0.0265987,0.0148532,0.23882,1.78241,0.616056,0.40821,0.969565,0.928784
113.446,0.953872,0.0148212,7,159,0,-111.026,0.247564,1.49225,0.432734,0.915807,0.614748,1.06559,0.00724789,0.0243748,0.0137907,0.247564,1.49225,0.614748,0.432734,0.915807,1.06559
113.543,0.584122,0.0148212,5,35,0,-104.498,0.253035,1.28419,0.426319,0.894169,0.601319,0.931478,0.00746756,0.024276,0.0137489,0.253035,1.28419,0.601319,0.426319,0.894169,0.931478
112.14,0.972588,0.0148212,4,15,0,-111.088,0.246193,1.20186,0.416052,0.91565,0.607312,0.948644,0.00748018,0.0238831,0.0136822,0.246193,1.20186,0.607312,0.416052,0.91565,0.948644
115.049,0.4395,0.0148212,8,255,0,-108.269,0.236694,2.41195,0.432375,0.940342,0.668673,1.04574,0.00750723,0.0278881,0.0138078,0.236694,2.41195,0.668673,0.432375,0.940342,1.04574
113.674,0.880007,0.0148212,6,127,0,-107.644,0.270774,0.514729,0.426962,0.789836,0.53326,0.778935,0.0071147,0.0238856,0.0128258,0.270774,0.514729,0.53326,0.426962,0.789836,0.778935
108.841,0.933237,0.0148212,8,255,0,-105.292,0.276664,5.49167,0.308238,0.504265,0.836395,-0.323939,0.00915901,0.0232411,0.0187672,0.276664,5.49167,0.836395,0.308238,0.504265,-0.323939
111.616,0.999112,0.0148212,7,127,0,-106.041,0.276616,1.3373,0.283448,0.592627,0.709243,-0.160879,0.00889894,0.0221401,0.0241377,0.276616,1.3373,0.709243,0.283448,0.592627,-0.160879
112.612,0.925262,0.0148212,7,127,0,-107.28,0.274762,2.17801,0.335364,0.529782,0.726692,-0.181531,0.00974963,0.0210711,0.0168958,0.274762,2.17801,0.726692,0.335364,0.529782,-0.181531
113.707,0.998276,0.0148212,7,127,0,-110.356,0.266945,1.4229,0.339243,0.610761,0.695691,0.11003,0.00977261,0.0238693,0.0187635,0.266945,1.4229,0.695691,0.339243,0.610761,0.11003
113.589,0.952758,0.0148212,8,511,0,-110.277,0.265535,0.714245,0.345541,0.659949,0.576771,0.229571,0.00791449,0.0229578,0.0185336,0.265535,0.714245,0.576771,0.345541,0.659949,0.229571
112.518,0.944735,0.0148212,8,319,0,-108.613,0.296813,0.405966,0.430985,0.750646,0.548968,0.746508,0.00950311,0.0218422,0.0122437,0.296813,0.405966,0.548968,0.430985,0.750646,0.746508
113.426,0.987356,0.0148212,8,319,0,-109.18,0.254688,0.932095,0.376932,0.910596,0.619485,0.742762,0.00841545,0.0262499,0.0184172,0.254688,0.932095,0.619485,0.376932,0.910596,0.742762
111.463,0.590554,0.0148212,6,127,0,-105.258,0.266563,0.538234,0.375078,0.647508,0.541173,0.279146,0.00998437,0.0235861,0.0154446,0.266563,0.538234,0.541173,0.375078,0.647508,0.279146
114.35,0.924386,0.0148212,8,383,0,-107.595,0.251357,0.927389,0.357467,0.706057,0.591035,0.341626,0.00755367,0.0241849,0.0170595,0.251357,0.927389,0.591035,0.357467,0.706057,0.341626
113.623,0.889358,0.0148212,8,255,0,-110.932,0.286752,0.785014,0.413842,0.724322,0.698154,0.567461,0.00837363,0.0225041,0.0128075,0.286752,0.785014,0.698154,0.413842,0.724322,0.567461
112.839,0.981075,0.0148212,8,481,1,-108.843,0.264043,2.89126,0.311419,0.521859,0.728549,-0.203491,0.00871266,0.0231747,0.0207574,0.264043,2.89126,0.728549,0.311419,0.521859,-0.203491
113.847,0.914109,0.0148212,8,255,0,-110.688,0.264657,2.54234,0.350158,0.640144,0.724512,0.189214,0.00896664,0.0221468,0.016813,0.264657,2.54234,0.724512,0.350158,0.640144,0.189214
113.393,0.984592,0.0148212,7,127,0,-111.828,0.260948,1.73716,0.348544,0.707394,0.696904,0.306391,0.00964169,0.0249701,0.0190986,0.260948,1.73716,0.696904,0.348544,0.707394,0.306391
108.199,0.998154,0.0148212,8,255,0,-104.731,0.191377,2.33106,0.23475,0.351849,0.482277,-1.06211,0.00982019,0.0333367,0.023126,0.191377,2.33106,0.482277,0.23475,0.351849,-1.06211
108.569,0.996681,0.0148212,8,255,0,-104.592,0.225846,1.73372,0.21167,0.301331,0.568424,-1.28067,0.00970449,0.0283354,0.026036,0.225846,1.73372,0.568424,0.21167,0.301331,-1.28067
105.658,0.981928,0.0148212,7,127,0,-101.601,0.233584,4.39534,0.206542,0.273905,0.598546,-1.39865,0.0095604,0.02637,0.0286476,0.233584,4.39534,0.598546,0.206542,0.273905,-1.39865
102.853,0.956276,0.0148212,7,127,0,-97.5931,0.244146,0.852524,0.217231,0.343127,0.65066,-1.19104,0.0110523,0.0292147,0.0232846,0.244146,0.852524,0.65066,0.217231,0.343127,-1.19104
103.828,0.911579,0.0148212,8,511,0,-97.1049,0.246127,1.58747,0.414807,0.965031,0.552016,1.03975,0.00925348,0.023224,0.0151806,0.246127,1.58747,0.552016,0.414807,0.965031,1.03975
106.888,0.993116,0.0148212,8,511,0,-101.123,0.271152,0.490217,0.382024,0.708431,0.640048,0.423024,0.00840082,0.0273452,0.0152794,0.271152,0.490217,0.640048,0.382024,0.708431,0.423024
113.931,0.981968,0.0148212,6,63,0,-105.629,0.274639,0.618621,0.383837,0.731504,0.640281,0.490386,0.00835882,0.0257726,0.0156016,0.274639,0.618621,0.640281,0.383837,0.731504,0.490386
113.463,0.978014,0.0148212,8,255,0,-109.185,0.229538,1.02259,0.371821,0.658304,0.51283,0.319732,0.00797491,0.0268871,0.0159362,0.229538,1.02259,0.51283,0.371821,0.658304,0.319732
110.992,0.841743,0.0148212,8,255,0,-108.159,0.232432,3.74632,0.332267,0.613818,0.595888,0.0927459,0.0112662,0.0256877,0.0194042,0.232432,3.74632,0.595888,0.332267,0.613818,0.0927459
113.475,0.976635,0.0148212,8,511,0,-106.689,0.257623,1.03783,0.403976,0.890678,0.609691,0.7968,0.00781808,0.0227735,0.0140314,0.257623,1.03783,0.609691,0.403976,0.890678,0.7968
114.896,0.774175,0.0148212,8,511,0,-111.049,0.260318,0.718322,0.443977,0.972379,0.607853,1.16479,0.00862021,0.0257065,0.01365,0.260318,0.718322,0.607853,0.443977,0.972379,1.16479
111.203,0.458821,0.0148212,7,255,0,-108.268,0.235863,2.0755,0.407039,1.06215,0.595603,1.0158,0.00774113,0.0251286,0.0145137,0.235863,2.0755,0.595603,0.407039,1.06215,1.0158
111.795,0.588561,0.0148212,8,255,0,-105.77,0.256932,2.92661,0.326979,0.707907,0.708475,0.249781,0.0103243,0.0251689,0.0211132,0.256932,2.92661,0.708475,0.326979,0.707907,0.249781
112.006,0.961377,0.0148212,7,127,0,-108.832,0.273436,3.22153,0.317315,0.655463,0.764324,0.113859,0.0102264,0.022523,0.0220427,0.273436,3.22153,0.764324,0.317315,0.655463,0.113859
111.814,0.999486,0.0148212,7,223,0,-105.688,0.294892,2.63526,0.346469,0.731994,0.848533,0.291938,0.010092,0.0199817,0.0176208,0.294892,2.63526,0.848533,0.346469,0.731994,0.291938
113.459,0.917589,0.0148212,8,255,0,-109.256,0.265189,2.36605,0.327954,0.540464,0.714106,-0.11575,0.00743223,0.0238206,0.0188563,0.265189,2.36605,0.714106,0.327954,0.540464,-0.11575
111.723,0.979713,0.0148212,7,159,0,-104.336,0.250312,1.83804,0.345913,0.571951,0.663504,-0.0571166,0.00801887,0.0236661,0.0152056,0.250312,1.83804,0.663504,0.345913,0.571951,-0.0571166
109.916,0.88281,0.0148212,7,255,0,-104.288,0.251687,1.64195,0.402774,0.79186,0.660169,0.761076,0.0105551,0.0261621,0.0161476,0.251687,1.64195,0.660169,0.402774,0.79186,0.761076
